xml_id	y_true	y_pred	corpus_id	modality	text_snippet
doc_277171	right	left	web1	web	Politique : la commission Jospin propose que 10% des députés soient élus à la proportionnelle La commission Jospin propose une stricte limitation du cumul des mandats des parlementaires, «un parrainage citoyen» des candidats à la présidenti
doc_366526	left	right	web1	web	Police : Le prix de l'outrage à agent L'Inspection générale de l'administration (IGA) vient de remettre au ministère de l'Intérieur un rapport d'enquête dénonçant des pratiques abusives de policiers et de cabinets d'avocats, visant à soutir
doc_345983	left	right	web1	web	QUESTION ÉCRITE | Francophonie : parlons français ! M. Michel Larive attire l’attention de Mme la ministre de la culture sur le remplacement constaté de la langue française par l’anglais, dans divers secteurs de la société. L’inventaire dre
doc_119772	right	left	web1	web	"La métropole nantaise labellisée ""diversité"" Nantes Métropole vient d’obtenir le label diversité, délivré par Afnor certification. Elle devient la première métropole française à obtenir cette distinction qui met en avant la politique de lut"
doc_204111	right	left	web1	web	« Surhommes et sous-hommes, valeur et destin de l'homme » : Julien Rochedy présente son nouveau livre Préparez-vous à changer radicalement votre vision du monde. Qu’est-ce qui est inférieur ? Qu’est-ce qu’un idéal aristocratique pour nos vi
doc_198470	right	left	web1	web	Projet de loi Immigration : Après avoir refusé l'augmentation des droits d'inscription pour les étudiants étrangers en 2018, les présidents d'université s'expriment à nouveau contre leur hausse discutée en CMP Ce lundi 18 décembre, les dépu
doc_415025	left	right	web1	web	manifestation contre la drogue et le pouvoir Au Liberia, des milliers de personnes ont manifesté contre le fléau du kush, une drogue de synthèse peu chère et très addictive, qui ravage toute l’Afrique de l’Ouest. La pauvreté et le désespoir
doc_362918	left	right	web1	web	Portugal - élections législatives : La procédure de vote et d'élection Pour les élections législatives, au Portugal, le vote se fait à la proportionnelle, sans seuil minimum, sur les listes de candidats établies par chaque parti ou alliance
doc_147327	right	left	web1	web	"Lycée militaire d'Aix-en-Provence (13) : ""un scandale d'Etat"" Les six employés de la société de nettoyage qui intervient au lycée militaire ne savent toujours pas pourquoi la Défense leur interdit l’accès au site. Dans un premier temps, seu"
doc_375459	left	right	web1	web	Le meilleur système de santé du monde, vraiment ? La France a « le meilleur système de santé au monde », c’est bien connu… du moins à entendre les ministres. Sauf en cas d’épidémie. Après des années de coupes budgétaires, les hôpitaux sont 
doc_370856	left	right	web1	web	Russie : Un académicien... « extrémiste » Récemment, un membre du département économie et politique sociale de l'Académie des Sciences de Russie a publié, dans un journal proche du Kremlin, un article intitulé « Novotcherkask-2009 ». Novotc
doc_346221	left	right	web1	web	Leçons agricoles du P’tit Gallo Jeudi 3 mars, je visitais une ferme bio, « le P’tit Gallo », en Ille-et-Vilaine, à 20 minutes de Rennes. J’ai préféré aller à la rencontre des paysans qui mettent en œuvre l’agriculture à laquelle je crois pl
doc_260140	right	left	web1	web	"Alice Coffin (EELV) : ""Si l'extrême-droite gagne, moi comme tant d’autres militant·e·s féministes, ou antifa, ou antiracistes, nous sommes menacées très directement de mort"" L’élue écologiste parisienne appelle le président-candidat à écout"
asr1-iznBAJ5puMU	left	right	asr1	asr	Ils ne peuvent pas aller sur tout le monde. Ils sont entièrement en industrie et ils peuvent faire tout ce qu'ils veulent. Ce n'est rien de plus. Ils peuvent combattre tout ce qu'ils veulent. Ce n'est pas de plus que tu as fait. Bien sûr. C
doc_415887	right	left	web1	web	Désolé Désolé Une erreur est survenue ! Nous mettons tout en œuvre pour rétablir le service dans les meilleurs délais. Code d'erreur : 0.15891402.1759443576.ca390e0 Une erreur est survenue ! Nous mettons tout en œuvre pour rétablir le servi
doc_394562	left	right	web1	web	Cachez ces matraques que je ne saurais voir ! Une fresque réalisée dans le cadre du festival de Street Art de Grenoble, mettant en scène deux policiers armés d’un bouclier « 49-3 » frappant sur une manifestante au sol nommée « République »,
doc_512135	left	right	web1	web	OSAÉ - Centre de partage de ressources sur l'agroécologie OSAÉ pour la mise en pratique de l'agroécologie Inspirez-vous de pratiques agricoles plus durables et pérennisez vos systèmes Recherchez des ressources par... d'agriculteurs document
doc_114200	right	left	web1	web	Allo, j'ai faim : Repas à domicile Menus concoctés par des chefs, petits plats «maison» à domicile pour parents surmenés, pizzas industrielles produites et livrées à la chaîne, recettes spéciales : se faire livrer un repas ou un en-cas est 
doc_168789	right	left	web1	web	Il avait mis l'engagement sociétal comme priorité n°1 du groupe. E.Faber, le PDG de Danone évincé cette nuit par les actionnaires pour mauvais résultats Le conseil d’administration de Danone a acté dimanche 14 mars dans la soirée le départ 
doc_360776	left	right	web1	web	Lamballe (Côtes-d'Armor) : Le plus grand voleur... Souffrant d'eczéma et contrainte de se désinfecter les doigts pour travailler, une employée de la Cooperl - numéro un du porc en France - basée à Lamballe, dans les Côtes-d'Armor, a été lic
doc_343123	left	right	web1	web	Les filles du coin - Presses de Sciences Po On entend rarement celles à qui ce livre donne la parole. Collégiennes, lycéennes ou jeunes actives, issues de milieux populaires, elles ont grandi et vivent dans la frange rurale de l'Hexagone. O
doc_031483	right	left	web1	web	Welcome to my site! EVENTS CALENDAR Welcome to my site! With more than 200 million YouTube views and some 500,000 subscribers to her channel, Valentina Lisitsa is one of the most watched classical musicians on the internet, using digital in
doc_150862	right	left	web1	web	Décret sur mesure pour un proche de Hollande L’annonce tient en trois lignes dans le compte-rendu du conseil des ministres de ce mercredi 11 mai. Le patron de la Direction générale de la sécurité extérieure (DGSE), Bernard Bajolet, est prol
doc_363873	left	right	web1	web	Fin de la campagne électorale La campagne en vue du premier tour prend fin vendredi 21 avril à minuit. Distribution de tracts, collage d’affiches, interviews, diffusion de propagande par voie électronique (Facebook, Twitter, y compris discu
doc_373485	left	right	web1	web	Le Versailles du luxe Lundi 3 novembre, le château de Versailles était fermé au public et réservé aux invités du comité Colbert, représentant les entreprises du secteur du luxe. Celui-ci fêtait son 60e anniversaire et le champagne coulait à
doc_274225	right	left	web1	web	Mai 1945 : la France livre 102.481 prisonniers russes à Staline… Par Manuel Gomez En mai 1945, 102.481 Russes ont été livrés à Staline par de Gaulle et son gouvernement de gauche : ils ont tous été exécutés ! Conformément aux accords de Yal
doc_087058	right	left	web1	web	The Consumer Wellness Center Our Mission The Consumer Wellness Center is a 501(c)3 nonprofit initiating educational programs that empower consumers with information on wellness, disease prevention, nutrition, peak mental and physical health
doc_268245	right	left	web1	web	Grève SNCF : la peur des cheminots non-grévistes Au 9e jour de grève à la SNCF à l’appel de la CGT-Cheminots et de Sud-Rail contre la réforme ferroviaire, la CFDT dénonce des « exactions commises à l’encontre des cheminots non-grévistes » e
doc_176075	right	left	web1	web	"Ils veulent en finir avec le mot ""Race"" Victorin LUREL, député de la Guadeloupe et Secrétaire national à l’outre-mer indique avoir écrit aux membres du comité de réflexions et de propositions sur la modernisation et le rééquilibrage des ins"
doc_295011	left	right	web1	web	energizemoisturizeclean zestfully Clean isn’t just how we feel. It’s how we live. When we take a moment to Clean Zestfully, we set in motion a whole lot more living: we dance, we play, we cook, we create, we dream. And we do it Zestfully.
doc_136793	right	left	web1	web	Bibliothèque de combat : Le Schtroumpfissime Une chronique “littéraire” très originale de Fromage+… Le Grand Schtroumpf étant absent pour quelques jours, tout le village est livré à lui-même, et les Schtroumpfs se mettent en quête d’un chef
doc_360726	left	right	web1	web	Besson : La politique du chiffre se moque des mathématiques Une des bêtes noires du ministre de l'Immigration semble être les mariages mixtes, entre Français et étrangers. En 2007, ils auraient été 35 000 sur un total de 267 000 mariages co
doc_261579	right	left	web1	web	Mal-être, classes surchargées, manque de moyens : les ravages de l’école inclusive sur les élèves en situation de handicap 09/09/19 Julia Slan revient sur l’échec de l’insertion des élèves en situation de handicap à l’école, depuis la loi v
doc_088662	right	left	web1	web	Infowars: There's a War on For Your Mind! Former Green Beret Nate Cornacchia continues exposing bizarre anomalies and questions behind Kirk's death pointing to a cover up. 33rd degree freemason Albert Pike in 1871 reportedly warned Italian 
doc_398753	left	right	web1	web	Metz : évacuation de migrants Les migrants ont été déplacés de quelques centaines de mètres, en face d’une usine d’incinération, sur un parking, qui jouxte l’aire d’accueil des gens du voyage avec qui la cohabitation avait été difficile les
doc_402746	left	right	web1	web	Front national : Chassez le naturel, Il revient au galop Les propos racistes d'une candidate du Front national à la mairie de Rethel, dans les Ardennes, montrent bien ce qui se cache derrière le langage actuel de ce parti. Sur son compte Fa
doc_230085	right	left	web1	web	Thomas Piketty : « La contribution exceptionnelle sur les hauts revenus est totalement anecdotique » Directeur d’études à l’Ecole des hautes études en sciences sociales (EHESS) et professeur à l’Ecole d’économie de Paris, Thomas Piketty est
doc_172621	right	left	web1	web	Du colonialisme à la militarisation verte : les parcs nationaux africains, un autre enjeu géopolitique Une large partie des 350 parcs nationaux du continent confient aujourd’hui la formation anti-braconnage de leurs rangers et éco-gardes à 
asr1-xwISEISySRw	left	right	asr1	asr	Il y a aussi cette version là qui fait qu'on en arrive à des extrêmes comme ça. Parce que les mots « bon boula », ça ne doit pas se dire, etc. Ça reste encore à peu près convenable. Non. De l'autre côté, on tue les Tfilis qui ne sont pas co
doc_091771	right	left	web1	web	Catéchisme pour adultes en vidéos (ou audio) • Abbé Gabriel Billecocq • LPL Les vidéos ci-dessous sont des listes de lecture : Veuillez cliquer sur l’icone en haut à droite de la vidéo pour ouvrir la liste de lecture et voir toutes les vidé
doc_030589	left	right	web1	web	Biodiversité | Municipales 2026 Biodiversité Biodiversité Arcueil (Val-de-Marne) - La réouverture de la Bièvre Après 70 ans sous béton, la Bièvre coule à nouveau à ciel ouvert au cœur d’Arcueil. Un chantier de 27 mois pour relever un défi t
doc_175686	right	left	web1	web	Nous sommes tous des antiracistes “Face au racisme, il existe un antiracisme universaliste et un ANTIRACISME DIFFERENTIALISTE.Le premier aboutit indirectement au même résultat que le racisme qu’il dénonce. Tout aussi allergique aux différen
doc_401169	left	right	web1	web	Vendangeurs d’Alsace : le sénateur confond hébergement et poulailler Le sénateur Républicain du Bas-Rhin, Guy-Dominique Kennel, avec ses collègues champenois, a demandé au ministre de l’Agriculture que les vignerons propriétaires puissent d
doc_521883	left	right	web1	web	Attaque fasciste d’un concert à Reims Attaque fasciste d’un concert à Reims Samedi 24 janvier 2009, vers 23h, un concert clairement étiqueté antiraciste a été attaqué par une quinzaine de personnes cagoulées. Cette attaque fut brève mais d’
doc_202099	right	left	web1	web	Montreuil (93) : les migrants d'un foyer Adoma - officiellement 193 résidents et officieusement deux fois plus - ne veulent pas être « dispersés » dans la région pour « de meilleures conditions de vie » Le foyer Branly doit être reconstruit
doc_350616	left	right	web1	web	Quand la boîte aux lettres des députés devient le réceptacle des idées racistes : la République tangue dangereusement ! COMMUNIQUE DE PRESSE Hier après-midi, 20 août, j’ai pris connaissance avec stupeur du courriel particulièrement choquant
doc_345641	left	right	web1	web	Le monarque contre le peuple Délivrant ses vœux audiovisuels, le président Macron s’est délivré un vibrionnant satisfecit pour ses 7 premiers mois à la tête du pays. Il peut à nouveau compter, comme pendant sa campagne, sur l’encensement du
doc_017394	left	right	web1	web	Year of the Zombie The most radical film of 1968 wasn’t French — it was a low-budget horror feature made in Pittsburgh, PA. First-time feature director George A. Romero later said, regarding the way Night of the Living Dead seemed to reflec
doc_344827	left	right	web1	web	BEST OF Projet de loi Logement : Défense des logements sociaux et du parc HLM ? Projet de loi Logement. ?La commune doit récupérer ses logements vacants ?Réquisitionner les bureaux pour des logements sociaux ?Peu de villes respectent la loi
doc_368441	left	right	web1	web	Tempête dans un pot de chambre La plaisanterie douteuse de Hollande sur « Valls revenu d'Algérie sain et sauf » faite au dîner du Crif (Conseil représentatif des institutions juives de France) aurait paraît-il une explication. La délégation
doc_179388	right	left	web1	web	Les exosquelettes arrivent dans les usines Issues de la recherche médicale et militaire, le robot dans lequel on se glisse et qui décuple la force musculaire humaine n’est plus de la science-fiction. Des sociétés comme Parker Hannifin, Ekso
doc_268120	right	left	web1	web	Immobilier : Le FMI met en garde contre une nouvelle crise mondiale Le monde doit agir maintenant pour éviter une nouvelle crise de l’immobilier, avertit le Fonds monétaire international (FMI), qui vient de publier un rapport: le Global Hou
doc_376402	left	right	web1	web	Pâtes fraîches et préjugés rances Guido Barilla, propriétaire des pâtes du même nom, a une morale simple : les femmes cuisinent les pâtes, les hommes les mangent, il encaisse. Au point qu'il a affirmé « ne jamais faire de publicité avec des
doc_390174	left	right	web1	web	Arry (Moselle) : le FN en campagne contre les migrants Il s’est insurgé contre l’enveloppe de 200 000 euros votée par le conseil régional de Lorraine pour les communes qui accueillent des migrants, affirmant que, s’il était élu, cette envel
doc_156608	right	left	web1	web	Musique européenne : les Folies d'Espagne Jusqu’au milieu du XVIIe, elle se répandit en Italie (Follia) et en France (Folie d’Espagne) puis le thème évolua rapidement pour prendre sa forme définitive dans cette suite d’accords : réM/La7/réM
asr1-ZTeqM5gciH8	left	right	asr1	asr	... Les mouragies de tes désirs s'est éclipsés sous la jure bleue dérisoire du temps qui se passe contre duquel on ne peut rien. ... Être ou ne pas être, telle est la question Si nous oidons de l'anachoride ... ... il faut qu'on drienque. .
doc_087131	right	left	web1	web	PSYCHOHISTORY Psychohistory, the science of historical motivations, combines the insights of psychotherapy with the research methodology of the social sciences to understand the emotional origin of the social and political behavior of group
doc_378033	left	right	web1	web	Vente Bergé-Saint-Laurent : Les héritiers des pillards Dans la collection d'oeuvres d'art acquise par Yves Saint-Laurent et Pierre Bergé que ce dernier vend aux enchères, figurent deux objets chinois de bronze en provenance de Chine : une t
doc_241073	right	left	web1	web	"Le syndicat ""Solidaires"" évoque une ""multiplication des attaques islamophobes durant les dernières semaines"" ISLAMOPHOBIE, CA SUFFIT ! PORTER LE VOILE N’EST PAS UN DÉLIT La multiplication des attaques islamophobes durant les dernières semai"
doc_189067	right	left	web1	web	La grève des pompiers, symptôme d’un système sur sollicité et «à bout» Le mouvement de grève en cours chez les pompiers professionnels ne les empêche pas d’intervenir mais est symptomatique du «ras-le-bol» d’une profession sur sollicitée et
doc_440885	right	left	web1	web	Bis zu 2.200 Soldaten für Assistenzeinsatz Das Bundesheer stellt bis zu 2.200 Soldatinnen und Soldaten für den Schutz der österreichischen Grenzen bereit. Derzeit sind 850 im Einsatz. Das gaben heute Verteidigungsministerin Klaudia Tanner u
doc_168578	right	left	web1	web	"""Il buvait du sang"": la justice finlandaise face aux atrocités de la guerre civile au Liberia Exécutions sommaires, rites sacrificiels… depuis un mois, un tribunal finlandais délocalisé au Liberia pour juger l’ex-rebelle Gibril Massaquoi vo"
doc_109401	right	left	web1	web	Fédération des motards en colère de Dordogne FFMC 24 Communiqué LDH Dans le cadre des annonces du gouvernement, prises dans une spirale autoritaire devant l’échec patent de sa politique du maintien de l’ordre, est paru au Journal officiel, 
doc_179083	right	left	web1	web	Combattez pour ne pas être remplacés ! Des exemples comme ceux-là, on en compte des milliers en France : chacun a vu, en l’espace de quelques années seulement, son cadre de vie se métamorphoser. Nous ne vivons pas de simples “changements so
doc_110789	right	left	web1	web	Trump supporter, 15, beaten during Rockville protest - WTOP News WASHINGTON — A student is facing assault charges after a student protest of the election of Donald Trump to the presidency turned violent Wednesday. Hundreds of students from 
doc_157423	right	left	web1	web	Emploi: «le pire arrivera en septembre» Martin Richer intervient auprès des comités d’entreprises lors des plans sociaux. “Beaucoup de PME ont été au bout de tout ce qu’elles pouvaient organiser avant la restructuration. Repos forcés, chôma
doc_328140	left	right	web1	web	Rapport - Le maintien de l'ordre au regard des règles de déontologie | Défenseur des Droits Rapport - Le maintien de l'ordre au regard des règles de déontologie 10 janvier 2018 Le 14 février 2017, le Défenseur des droits était saisi par le 
doc_268846	right	left	web1	web	La facture astronomique du nucléaire Des prévisions d’EDF évaluent à 300 milliards sur cinquante ans le coût de la rénovation et de la construction de nouvelles centrales. Poursuivre le nucléaire coûtera cher, très cher. Un document interne
doc_089487	right	left	web1	web	Welcome to the Evelyn Waugh Society The Evelyn Waugh Society is a non-profit organization whose purpose is to promote, for the public benefit, interest and research into the life and works of the English author Evelyn Waugh (1903–1966). The
doc_203187	right	left	web1	web	Inégalités de revenus : Tout confondu, après répartition, le décile (10%) le plus riche en France gagne trois fois ce que gagne le décile le plus pauvre (MàJ - Pascal Perri : « Les inégalités ne se creusent pas, mais se réduisent ») 01/05/2
doc_518278	left	right	web1	web	Rock : Zone libre frappe toujours aussi fort Rock : Zone libre frappe toujours aussi fort De Aimé Césaire aux périphéries urbaines, Zone libre frappe toujours aussi fort. Le guitariste Serge Teyssot-Gay et le batteur Cyril Bilbeaud, qui com
doc_210950	right	left	web1	web	Bayonne (64) : un centre d’accueil pour migrants en provenance de Paris et de Grande-Synthe ouvrira le 15 septembre L’État consacrera finalement les moyens demandés par Atherbea pour recevoir dans des conditions optimales ces hommes isolés,
doc_246481	right	left	web1	web	Présidentielle : «2022 (vraiment) en commun», 1 000 personnalités de gauche appellent à l'unité Mille responsables et militants politiques, intellectuels et syndicalistes appellent à «une candidature commune» à gauche pour une « alternative
doc_459577	left	right	web1	web	Combien de policiers municipaux sont armés? - Policemunicipale.fr Dans le cadre des élections municipales, les candidats se positionnent face à l’armement ou non de leur police municipale. Prenons l’exemple de la candidate LR à la mairie de
doc_366655	left	right	web1	web	Une casserole au perchoir S’il en est un qui, dans le petit monde qui gravite autour de Macron, a dû se réjouir de la démission de Hulot du gouvernement, ce doit être Richard Ferrand. Par un jeu de dominos, il va prendre la présidence de l’
doc_185544	right	left	web1	web	Nevoy ne veut pas de pélerinage tzigane (maj) L'état indemnisera la commune : 55.000 euros [nous avons mis Zacht en auteur. Il a collecté l’ensemble des infos. Merci à lui) 1°) L’État n’a finalement pas respecté la promesse faite en 2012 au
doc_417554	left	right	web1	web	Le Hall du Livre NANCY - Réservation de livres papier et numériques - RÉGION GRAND EST - - Littérature française - Littérature étrangère - Policiers - La Pléiade - Critique et histoire littéraire - Littérature de voyage - SF - Fantastique -
doc_185832	right	left	web1	web	Hong Kong : premiers heurts dans les universités, la police bat en retraite D’intenses affrontements se sont déroulés mardi, pour la première fois, dans une université de Hong Kong entre des manifestants réclamant des réformes démocratiques
doc_345379	left	right	web1	web	Le groupe parlementaire condamne les propos injurieux tenus à l’encontre de la députée Yaël Braun-Pivet Le groupe parlementaire de “La France insoumise” tient à faire part de son indignation face aux injures et insultes dont la députée Yaël
doc_188788	right	left	web1	web	Urgences : la colère des personnels soignants s'étend dans toute la France C’est l’urgence aux urgences. Les personnels soignants des hôpitaux se mobilisent à nouveau aujourd’hui pour protester contre leurs conditions de travail. Des dizain
asr1-g9vEgTY4v5M	right	left	asr1	asr	... Si ça goutte du pipi dans l'avion, ça peut être dangereux de se retenir. Souviens il y a longtemps, j'avais un copain qui s'est rendu trop longtemps, il a failli exploser. Les toilettes sont de nouveau accessibles. C'est gentil, mais j'
doc_273371	right	left	web1	web	«L'immigration aide l'emploi. C'est une chance pour les travailleurs européens »» [article signé Thibault Gajdos (CNRS)] L’extrême droite européenne n’a évidemment pas changé : c’est, aujourd’hui comme hier, la haine de l’autre qui nourrit 
doc_186542	right	left	web1	web	«Gilets jaunes» : 10 000 gardes à vue, 3 100 condamnations… une réponse pénale sans précédent Un anniversaire et un premier bilan des condamnations. Alors que le mouvement des « gilets jaunes » fêtera, le 17 novembre, ses un an, Le Monde a 
doc_375805	left	right	web1	web	Secteur du luxe : Manque de nécessaire, trop de superflu Depuis plusieurs années, le secteur du luxe est en plein essor et en plein bénéfice. Après le numéro un mondial, LVMH, qui a annoncé d'excellents chiffres pour l'année 2012, c'est au 
doc_253192	right	left	web1	web	Bourse : +22%, mon Dieu que c'est bon ! Haut les cœurs braves gens, la Bourse de Paris a enregistré une hausse de 22% en 2009. Mais ce qui est plus que jamais en augmentation, c’est l’optimisme de nos «zéditorialistes» et de nos «zexperts»…
doc_463702	left	right	web1	web	- Chiffres clés | Arkema Global (1) Les données mentionnées dans ce tableau excluent pour le compte de résultat 2012, 2011 et 2010 et pour le bilan 2012 et 2011 les données financières relatives aux activités vinyliques qui faisaient l’obje
doc_155893	right	left	web1	web	Rue de la Banque : le DAL obtient 100% de relogement Après tout un hiver à camper de manière symbolique rue de la Banque à Paris, les 210 familles, majoritairement africaines, ont obtenu gain de cause. Un accord sur leur relogement a été si
doc_106963	right	left	web1	web	Untitled Ooops... Error 404 Sorry, but the page you are looking for doesn't exist. Printed from: https://www.jewishpress.com/judaism/holidays/standing-inside-the-ache/2025/09/28/ Scan this QR code to visit this page online:
doc_507834	left	right	web1	web	"Mort de Nahel : selon l'IGPN, il ne représentait pas ""un danger immédiat"" pour les policiers Actualité Écouter l'article L'IGPN souhaite que ""cette situation particulière"" ayant conduit au décès de l'adolescent et ""qui confronte l’appréciat"
doc_197654	right	left	web1	web	Décès d'Henry Kissinger (1923 - 2023), un des plus grands diplomates de la Guerre Froide, il avait exprimé récemment son opposition à la politique migratoire allemande Henry Kissinger, grande figure controversée de la diplomatie américaine 
doc_255739	right	left	web1	web	Le hold up de l'eau L’approvisionnement en eau pose problème dans le monde. Une personne sur quatre n’a pas accès à de l’eau potable. Nombre de gouvernements n’ont pas les ressources ou la volonté nécessaires pour offrir à leur population c
doc_434438	left	right	web1	web	"université ""C’est hallucinant de voir comment en quelques années le privé est complètement rentré dans les salles des profs et le Medef s’est infiltré dans les formations et dans les établissements. Depuis une…"
doc_286086	right	left	web1	web	Le Medef, dernier bastion de la lutte des classes En France, la lutte syndicale s’inscrit dans une longue tradition d’opposition entre patrons d’un côté et salariés de l’autre. Les dirigeants semblent incapables de percevoir les forces de n
doc_394452	left	right	web1	web	Plus Guéant parle, plus il s'embrouille Claude Guéant s'était justifié dans les médias sur deux anomalies financières dans ses comptes. Pour expliquer des factures payées en liquide d'un montant de 20 000 à 25 000 euros, il avait dit avoir 
doc_352893	left	right	web1	web	Moulins avec Jean-Marc COLLOT (chauffeur de bus) et Christiane DAVID (infirmière) candidats aux législatives dans la 1ère circonscription de l'Allier Salle des Fêtes de Moulins Partager --> avec Jean-Marc COLLOT (chauffeur de bus) et Christ
doc_386400	left	right	web1	web	La marche de «Ni putes ni soumises» : À Clermont-Ferrand le 10 février C'est devant une salle comble que Fadela Amara est intervenue mardi 10 février à Clermont-Ferrand, au nom de «Ni putes, ni soumises». Fadela a défendu le droit des femme
doc_250258	right	left	web1	web	La candidate voilée virée du NPA ? La présence d’une candidate voilée sur la liste du Nouveau parti anticapitaliste (NPA) en Provence-Alpes-Côte d’Azur (Paca) a donné lieu mercredi à une scission au sein de l’antenne du parti dans le Vauclu
doc_275315	right	left	web1	web	Calculer soi-même le pic mondial de production de pétrole Écrivez www.eia.gov dans le signet Adresse de votre navigateur et vous arrivez sur le site de l’EIA, EIA c’est une agence indépendante de la statistique aux États-Unis et qui représe
doc_176347	right	left	web1	web	Attali : «Sommes-nous tous des terroristes ?» Jacques Attali, économiste et président de PlaNet Finance, met en garde contre les dangers de l’article 20 de la nouvelle loi de programmation militaire. La tyrannie de la transparence, dont j’a
doc_393226	left	right	web1	web	Cinéma : Les films L'ordre et la morale de Mathieu Kassovitz L'exercice de l'État de Pierre Schoeller Les neiges du Kilimandjaro de Robert Guédiguian Le Havre d'Aki Kaurismaki Le cochon de Gaza de Sylvain Estibal The artist de Michel Hazana
doc_362787	left	right	web1	web	Les Verts et le gouvernement : La « loyauté » d'abord « On attend quoi d'un groupe Vert aujourd'hui ? La solidarité, le respect des engagements qui ont été des engagements communs et, évidemment, puisqu'on a des différences, la possibilité 
doc_366566	left	right	web1	web	Ministre cherche imam à expulser Gérald Darmanin, ressentant le besoin de réaffirmer son autorité de ministre de l’Intérieur, a fini par obtenir du Conseil d’État la confirmation de son arrêté d’expulsion d’un imam de nationalité marocaine 
doc_472647	left	right	web1	web	"SUD-Rail interpelle Hollande après une série de suicides à la SNCF. SUD-Rail a demandé mercredi au président François Hollande d’intervenir auprès de la SNCF pour ""faire stopper les organisations du travail pathogènes"" responsables, selon l"
doc_369705	left	right	web1	web	Duflot pleure sur elle-même : Pauvre petite pomme verte « Dépitée » elle est, la pauvre Cécile Duflot, qui s'épanche dans son livre et sur les ondes. En présentant sa loi sur le logement, elle pensait « être félicitée pour avoir tenu un eng
doc_122218	right	left	web1	web	La patate douce revient en force La patate douce vient de beaucoup plus loin que la pomme de terre puisqu’elle pousse avant tout dans des zones tropicales. Certains agriculteurs s’y sont toutefois convertis. La patate douce permet en effet 
doc_348494	left	right	web1	web	« Convention de la Droite » : Zemmour et LCI doivent être sanctionnés Communiqué de presse du groupe parlementaire de La France insoumise. Samedi 28 septembre, le journaliste d’extrême-droite Eric Zemmour a prononcé un discours raciste lors
doc_396944	left	right	web1	web	Rennes – Villejean : fusillade et dégradation sociale Sur fond de guerre de territoire pour un point de deal, quatre hommes âgés de 20 à 24 ans ont d’abord percuté un jeune homme de 20 ans avant de pénétrer dans un restaurant Subway et de t
doc_213401	right	left	web1	web	Paris : grève des travailleurs turcs du chantier Vinci de rénovation du métro (Màj vidéo) 26/01/2017 Une trentaine d’ouvriers d’un chantier du métro parisien ont décidé de se mettre en grève, ils ne sont pas payés depuis des mois. Face à la
doc_386775	left	right	web1	web	Évacuation des migrants : journalistes s’abstenir Le juge des référés avait été saisi par deux journalistes, auxquels la police avait interdit de pénétrer dans les périmètres de sécurité délimités lors des évacuations de campements de fortu
doc_330530	left	right	web1	web	Industries | Deloitte To provide the most impactful services to our clients, we divide our deep subject matter expertise and innovative solutions into six industries and twenty sectors. Learn more about how we can help you navigate your mos
doc_157615	right	left	web1	web	ANPE-Assedic : union sacrée pour l'emploi des étrangers Pôle emploi, qui regroupe l’ANPE et les Assedic, prévoit, pour vérification, une transmission automatique informatisée à la préfecture des papiers des étrangers lors de leur inscriptio
doc_203982	right	left	web1	web	2001 : Quand Mélenchon, alors ministre, dénonçait le terrorisme du Hamas Interview de M. Jean-Luc Mélenchon, ministre délégué à l’enseignement professionnel, à Public Sénat le 13 septembre 2001, sur les attentats aux Etats Unis, le terroris
doc_427709	left	right	web1	web	Lettres provinciales sur les sciences de l’éducation (1 et 2). Dans des « Lettres à un ami enseignant en province », Pontcerq répond aux objections faites à son texte De Monsieur Rey, pédagogue (publié [là]). — Partie 1 (Lettres 1 et 2) : [
doc_347220	left	right	web1	web	3 ans après, le procès du commando de la fac de droit de Montpellier a enfin débuté ce matin 3 ans après, le procès du commando de la fac de droit de #Montpellier a enfin débuté ce matin.Maître Demersseman, avocat des étudiants parties civi
doc_426476	left	right	web1	web	Atelier du regard #05 – Walid Raad ( Atlas Group) / Jerôme Game Jérôme Game porte son regard sur une vidéo de Walid Raad, tirée de l’Atlas Group, We can make rain but no one came to ask. Une vidéo au catalogue du FRAC PACA Walid Raad est un
doc_110013	right	left	web1	web	Presja ma sens? Facebook: strona Marszu Niepodległości została przywrócona Dziękujemy za przeczytanie artykułu! Najważniejsze teksty publicystyczne i analityczne w jednym miejscu! Dołącz do Premium+. Pamiętaj, możesz oglądać naszą telewizję
doc_376593	left	right	web1	web	"Des policiers ""bien notés"" Cinq individus ont été mis en examen pour avoir, dans la nuit du 1er au 2 février, proféré des slogans nazis et avoir crié : "" Mort aux Juifs ! "" dans un pub d'Amiens. Le groupe comprenait trois policiers. En prim"
doc_433243	left	right	web1	web	justice des mineurs Plus d’une centaine d’actes islamophobes recensés durant le mois de janvier, le double de celui de l’année dernière, des ivrognes, des personnes souffrants de troubles psychiatriques, condamnés à de… justice des mineurs 
doc_383020	left	right	web1	web	Com en toc Dans certaines stations, comme Mairie de Montreuil (ligne 9), les voyageurs ont droit à un accueil personnalisé. En réalité, il s’agit de pantins grotesques collés aux murs des escaliers, et qui sont censés représenter des agents
doc_249498	right	left	web1	web	Sexus Economicus C’est le dernier tabou des affaires : rares sont les grands contrats qui se concluent sans d’agréables « à côtés » pour les décideurs et les intermédiaires. Certains salons professionnels, voyages d’études et séminaires son
